employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
1193,0,1986,37,Married,1, SALeS execUtivE ,,Yes,14,Part Time,True,,,3,0,2,"3,0",11,7,Life Sciences,4,"100071,84$","8339,32$",1032.4872861766066,11,1,2,3,3,"1,0",5,
1194,1,1994,29,,-18, sALES REprEsEntATive ,,No,3,Part Time,False,travel_frequently,No,1,1,5,"3,0",0,2,Technical Degree,3,"28111,13$","2342,59$",290.03550973654063,15,3,3,4,2,"3,0",1,"3,0"
1195,0,1985,38,Married,10, RESeARch ScIeNtisT , Research & Development ,No,2,Part Time,0,,,1,1,0,"3,0",0,2,,1,"26840,00$",,276.92063492063494,17,3,3,3,2,"2,0",0,"3,0"
1196,0,1989,34,Divorced,-46, SaLEs eXeCUtivE ,,No,15,,Yes,,No,2,1,2,"3,0",0,9,,4,"53914,11$","4492,84$",556.2566609977324,11,46,4,4,4,"2,0",0,"16,0"
1197,1,1989,34,Married,10, saleS RePreSeNtatIve ,,No,1,Part Time,False,travel_rarely,Yes,1,1,2,"3,0",0,0,Life Sciences,4,"28111,13$","2342,59$",290.03550973654063,19,3,3,3,4,"3,0",1,"1,0"
1198,0,1973,50,Marreid,-12, REsEarcH DIReCTOR ,,No,8,Full Time,0,travel_rarely,,5,1,2,"3,0",7,7,Medical,4,"192370,00$","16030,83$",1984.7698412698408,11,12,3,3,4,"2,0",2,"29,0"
1199,0,1997,twenty-six,,21, LAboRATory tEChnicIAN ,,Yes,1,Part Time,False,,No,1,1,0,,0,0,,3,"23770,00$","1980,83$",245.2460317460317,20,1,3,3,3,"2,0",1,"1,0"
1200,0,1995,28,Divorced,6, rEseARCH ScIeNtIST , Research & Development ,No,3,,0,travel_frequently,Yes,1,1,2,"3,0",0,2,Life Sciences,3,,"2342,59$",290.03550973654063,14,3,2,3,4,"3,0",1,
1201,1,1995,28,Married,12, lAboratOrY TeChnICiAn ,,Yes,1,,True,,,1,0,4,,0,0,,1,"28111,13$",,290.03550973654063,11,3,3,4,4,"2,0",1,
1202,1,1983,40,Marreid,-29, reSearCh SCIeNtisT ,,No,1,Part Time,1,,Yes,2,1,3,"3,0",0,0,Medical,2,"44220,00$",,456.2380952380952,13,29,2,4,4,"1,0",3,"16,0"
1203,0,2004,19,Single,-47, reseaRCh sCiEnTISt ,,No,1,,False,travel_rarely,No,1,0,4,,0,0,,2,,"2126,67$",263.3015873015873,25,3,3,1,3,"3,0",1,"1,0"
1204,0,2003,20,Single,21, saLeS RePRESEntatIvE ,,No,2,Part Time,Yes,travel_rarely,,1,0,2,"3,0",2,2,Marketing,3,"26780,00$","2231,67$",276.3015873015873,17,3,4,4,4,"3,0",1,"2,0"
1205,1,1983,40,Divorced,10, sALeS EXEcutive ,,No,5,Part Time,False,,No,2,1,2,"3,0",1,3,,3,"53914,11$",,556.2566609977324,12,2,2,2,2,"4,0",7,"7,0"
1206,1,2004,19,,10, RESEArCH SciENtIST ,,Yes,1,Part Time,True,,,1,0,2,"4,0",0,0,,3,"28111,13$",,290.03550973654063,25,1,2,2,2,"4,0",1,
1207,1,1964,59,Single,3, SaleS EXeCutiVe ,,No,6,Part Time,False,,No,2,0,2,"3,0",0,5,,3,"51710,00$",,533.515873015873,17,3,2,4,4,"3,0",5,"13,0"
1208,1,1993,30,,17, ManAGEr , Research & Development ,No,9,Full Time,False,travel_rarely,Yes,3,2,2,"4,0",0,8,Medical,4,"119160,00$",,1229.428571428571,23,2,3,1,4,"3,0",1,
1209,0,1978,45,Married,29, mANUFACtuRIng DIRECtor ,,No,3,Part Time,True,travel_rarely,Yes,3,2,4,,1,2,,3,"93800,00$",,967.7777777777778,18,2,3,4,4,"4,0",4,
1210,0,1983,40,,2, REsEArch ScieNtISt ,,No,3,,0,travel_rarely,No,1,1,3,"3,0",1,2,,3,,"2342,59$",290.03550973654063,14,3,3,3,3,"4,0",2,
1211,0,1993,30,,-42, sALEs EXEcUtiVE ,,No,2,,0,,,2,2,2,,2,2,Life Sciences,1,,"4492,84$",556.2566609977324,15,4,3,3,3,"2,0",8,"4,0"
1212,0,1999,24,,-24, LaBoratory TECHnICIAn , Research & Development ,No,1,Part Time,False,,,1,3,3,,0,0,Technical Degree,2,"28111,13$",,290.03550973654063,14,3,2,1,2,"3,0",0,
1213,1,1991,32,Married,5, reSEaRCh SCIEnTiSt ,,No,7,,True,,No,2,1,2,"3,0",2,5,Life Sciences,2,,"4898,33$",606.4603174603175,12,4,2,2,1,"3,0",3,"12,0"
1214,0,1995,28,Married,24, lAbOrAtOrY tEChNiCiAN ,,Yes,1,Part Time,0,travel_rarely,,1,3,3,"3,0",0,0,Medical,3,"28111,13$","2342,59$",290.03550973654063,17,3,3,2,3,"3,0",1,
1215,1,1974,49,Single,11, saLES exEcutivE , Sales ,No,5,Part Time,True,,,2,0,1,"3,0",0,4,,4,"53914,11$",,556.2566609977324,12,4,3,4,3,"4,0",3,"8,0"
1216,1,1985,38,Married,2, LABorATory TecHnIcIaN , Research & Development ,No,6,Part Time,0,travel_frequently,,1,1,4,"3,0",0,5,Medical,2,"24680,00$",,254.63492063492063,14,3,2,2,2,"2,0",4,"9,0"
1217,0,1977,46,,2, REseARcH DiRectOr ,,No,2,Full Time,1,travel_rarely,,5,1,3,"3,0",2,2,,4,"191324,62$","15943,72$",1973.9841269841268,17,3,3,4,3,"3,0",7,"24,0"
1218,0,1989,34,,9, LaBorATORy TeChNiCiAN ,,Yes,7,Part Time,False,travel_frequently,,2,1,3,"3,0",0,7,Life Sciences,4,"53914,11$",,556.2566609977324,17,4,3,1,3,"2,0",4,
1219,0,1984,39,,20, sALeS ExEcUTiVe ,,No,2,Part Time,0,,,2,1,6,"3,0",2,2,Life Sciences,3,"41270,00$","3439,17$",425.8015873015873,18,3,3,4,4,"3,0",2,"7,0"
1220,1,1997,26,Married,20, HumAN REsourceS , Human Resources ,Yes,5,Part Time,Yes,travel_rarely,Yes,1,0,3,"3,0",1,4,,2,"21480,00$","1790,00$",221.6190476190476,11,4,3,2,3,"3,0",0,"6,0"
1221,1,1969,54,Married,7, rESearcH sCientist ,,No,7,,False,travel_rarely,No,2,1,2,"3,0",1,7,Medical,4,,"4492,84$",556.2566609977324,15,4,3,4,2,"2,0",4,"14,0"
1222,0,1987,36,,2, hUMaN rESouRces ,,No,10,Part Time,True,travel_frequently,No,2,0,2,"4,0",0,8,,1,"38860,00$",,400.936507936508,21,2,2,4,4,"2,0",1,"10,0"
1223,1,1991,32,,5, reseaRCh SCIentIst , Research & Development ,Yes,4,Part Time,0,travel_frequently,Yes,1,0,2,"3,0",0,3,,2,"28111,13$","2342,59$",290.03550973654063,14,1,4,3,1,"3,0",3,"8,0"
1224,1,1991,32,,15, HeaLTHcare RePrESENtATIVe ,,No,5,,Yes,,No,2,1,6,"3,0",1,2,,4,,"5555,83$",687.8650793650794,18,3,3,4,2,"3,0",5,"9,0"
1225,0,1995,28,,17, LaBOrAToRy teChNiciAn , Research & Development ,Yes,4,Part Time,Yes,,No,1,1,2,"3,0",0,3,,3,"28111,13$","2342,59$",290.03550973654063,12,3,2,4,1,"2,0",5,
1226,0,1990,33,Divorced,1, labOrATORy tEChNiCiaN ,,No,1,,0,,,1,3,2,"3,0",0,0,Medical,2,,"2342,59$",290.03550973654063,12,2,2,3,3,"2,0",1,
1227,0,1986,thirty-seven,Single,2, lAbOratOry teChnIcIan ,,Yes,0,,True,travel_rarely,Yes,1,0,3,"3,0",0,0,,2,"20900,00$",,215.63492063492063,15,4,2,3,2,"3,0",6,"7,0"
1228,1,1964,59,,3, lAboRAtoRY TeCHNiCIAN ,,No,1,,True,travel_rarely,,1,3,3,,0,0,Medical,3,"28111,13$",,290.03550973654063,20,3,4,1,1,"2,0",4,"12,0"
1229,0,1993,30,Divorced,24, LaboRAtory tECHnicIAn ,,No,1,,True,travel_rarely,,1,1,2,"4,0",0,0,Life Sciences,1,,"2342,59$",290.03550973654063,22,4,3,3,2,"3,0",1,"1,0"
1230,0,2001,22,,16, LAboraTORy TeCHNicIan ,,No,1,,False,,Yes,1,2,2,"3,0",0,0,,2,"28111,13$","2342,59$",290.03550973654063,13,4,4,4,2,"2,0",1,
1231,0,2002,21,Single,15, rEsEarCH SCieNTist ,,No,0,Part Time,Yes,travel_rarely,No,1,0,6,"3,0",0,0,,2,"28111,13$",,290.03550973654063,14,3,3,4,4,"3,0",1,"0,0"
1232,0,1993,30,,9, lABorATORY tEChNIcIAn ,,No,10,Part Time,0,travel_rarely,,1,0,5,"3,0",1,8,Medical,2,"28111,13$","2342,59$",290.03550973654063,13,4,2,3,1,"3,0",1,"10,0"
1233,0,1984,39,Marreid,-18, SaLes REprESENTAtIVE ,,Yes,1,Part Time,True,travel_rarely,No,2,1,6,"3,0",0,0,Technical Degree,3,"20860,00$",,215.2222222222222,14,18,3,4,3,"4,0",3,"19,0"
1234,0,1999,24,,1, ReSEaRCH scientiSt ,,Yes,2,Part Time,False,travel_rarely,Yes,1,1,2,"3,0",2,0,,3,"28111,13$",,290.03550973654063,16,2,3,4,1,,2,"6,0"
1235,0,1988,35,Divorced,4, LaborAtorY Technician , Research & Development ,No,1,Part Time,1,,,1,1,3,"3,0",0,0,Other,2,"19510,00$",,201.2936507936508,12,3,3,4,3,"3,0",1,"1,0"
1236,1,1996,27,Divorced,2, LABoRatoRY TeChnICiAN ,,No,1,Part Time,False,,,1,1,6,"3,0",0,0,Life Sciences,4,"28111,13$","2342,59$",290.03550973654063,13,4,3,1,4,"3,0",1,
1237,0,1997,26,Single,25, lAbORatOrY teCHNIciaN ,,Yes,1,,0,,,1,0,2,"3,0",0,1,Life Sciences,3,,"2342,59$",290.03550973654063,12,1,1,3,3,"2,0",1,"1,0"
1238,0,1986,37,Married,-24, rEseaRCH sCIeNtiSt , Research & Development ,No,1,Full Time,0,,No,1,0,1,"4,0",0,0,Life Sciences,2,"30220,00$",,311.79365079365084,21,2,3,2,1,"3,0",4,"8,0"
1239,0,1988,35,,-46, LABORatoRy tECHNICIaN ,,No,1,,True,,No,1,0,2,,0,1,,1,,"2342,59$",290.03550973654063,19,46,4,4,4,"3,0",1,"1,0"
1240,0,1975,48,,1, laBORAToRy TechNicIaN ,,Yes,1,Part Time,False,,,3,0,2,"3,0",0,0,,2,"100071,84$","8339,32$",1032.4872861766066,13,1,2,3,4,"3,0",9,
1241,0,1988,35,Married,11, healThcaRE REPReSEntAtIVe ,,No,4,Part Time,True,non-travel,Yes,3,1,3,"3,0",2,3,Medical,2,"100071,84$","8339,32$",1032.4872861766066,13,3,2,1,3,"3,0",2,"10,0"
1242,1,1968,55,Divorced,8, MaNaGer ,,No,5,Full Time,Yes,travel_rarely,Yes,4,3,2,"3,0",0,2,,3,"153407,07$","12783,92$",1582.7713464696226,14,4,3,3,3,"3,0",2,"21,0"
1243,0,1978,45,,7, resEaRCH sCienTISt ,,No,1,Part Time,Yes,,No,3,1,2,"3,0",0,0,Life Sciences,3,"97240,00$","8103,33$",1003.2698412698412,17,2,3,1,3,"3,0",2,
1244,0,1987,36,,9, ReSEARch SciEntiST ,,Yes,1,Full Time,True,,,1,1,0,"3,0",0,0,Medical,3,"33880,00$","2823,33$",349.5555555555556,17,4,2,3,1,"2,0",0,
1245,1,1987,36,,6, LABOrATOrY TEchnIcIAn , Research & Development ,No,1,,1,travel_rarely,No,1,0,3,"3,0",0,0,Life Sciences,3,,"2531,67$",313.44444444444446,12,2,4,4,2,"3,0",3,
1246,0,1978,45,,6, ReSeARCh DireCtOr , Research & Development ,No,0,Part Time,0,travel_rarely,Yes,3,0,3,"3,0",0,0,Other,4,"100071,84$",,1032.4872861766066,14,4,3,1,2,"4,0",4,
1247,0,1968,55,Married,1, sALES ExecUtIve ,,No,1,,Yes,,,3,1,4,"3,0",1,0,,2,,"8339,32$",1032.4872861766066,14,1,3,4,4,"3,0",3,
1248,0,2000,23,Divorced,2, salEs REPREsENtaTIve ,,No,0,Part Time,0,,No,1,1,3,"3,0",0,0,Technical Degree,1,"23220,00$","1935,00$",239.57142857142856,13,3,3,1,3,"3,0",3,
1249,0,1991,32,Single,1, rESEARCh ScIENtIst ,,No,1,Part Time,Yes,travel_rarely,No,1,0,2,"3,0",0,0,Life Sciences,1,"28111,13$","2342,59$",290.03550973654063,13,4,3,1,4,"3,0",1,
1250,1,2003,20,Single,6, LaBORatORy tEchNiCian , Research & Development ,Yes,1,,False,,Yes,1,0,5,,1,0,Life Sciences,3,,"2438,33$",301.8888888888889,18,4,2,4,2,"3,0",1,
1251,0,1986,37,Divorced,2, HeALTHCARE REPreSEnTAtIVE ,,No,1,Part Time,0,,No,2,1,2,"3,0",0,0,Life Sciences,2,"53914,11$","4492,84$",556.2566609977324,14,3,2,4,4,"4,0",5,"17,0"
1252,1,2001,22,Single,15, laBorATOrY TeChNIcIAn , Research & Development ,No,0,Part Time,False,,No,1,0,5,"3,0",0,0,,3,"28111,13$","2342,59$",290.03550973654063,15,2,3,4,3,"3,0",1,
1253,1,1989,34,,-24, reSeARCh scientIST ,,No,1,Part Time,True,,,2,1,3,"3,0",0,0,Life Sciences,4,"45050,00$","3754,17$",464.8015873015873,15,24,2,2,3,"3,0",6,
1254,1,1987,36,Divorced,3, LAbOrAtorY tEcHNIciaN ,,No,1,Full Time,0,,,1,1,2,"4,0",0,0,Life Sciences,2,"28350,00$",,292.5,22,1,3,4,1,"3,0",5,
1255,0,2004,19,Single,22, sALEs RePREsentaTive , Sales ,Yes,0,Part Time,Yes,travel_rarely,Yes,1,0,2,"3,0",0,0,Marketing,1,"28111,13$",,290.03550973654063,19,4,3,3,4,"2,0",1,"0,0"
1256,0,1982,41,,9, LAboraTOry TeCHniCIan ,,No,5,Part Time,True,,,1,1,2,"4,0",1,4,Life Sciences,4,"28111,13$",,290.03550973654063,21,3,3,1,4,"3,0",2,"7,0"
1257,1,2004,19,Single,-18, lAbORatory tECHnICiAn ,,No,1,Part Time,0,,No,1,0,3,,0,0,,1,"28111,13$","2342,59$",290.03550973654063,14,2,3,2,4,"3,0",1,"1,0"
1258,0,1972,51,Married,7, ManufAcTUriNG diRECTOR ,,No,1,,Yes,,No,2,0,2,"3,0",0,0,,4,"53914,11$","4492,84$",556.2566609977324,17,2,2,3,3,"3,0",2,"10,0"
1259,1,1965,58,Married,9, rEsearCH SCIeNtIst ,,No,1,Part Time,0,,Yes,1,1,3,"4,0",0,0,,3,"28111,13$",,290.03550973654063,20,2,2,2,2,"2,0",4,"9,0"
1260,1,2004,19,,1, SALES RepRESENTatIvE ,,Yes,0,Part Time,Yes,travel_frequently,No,1,0,5,"4,0",0,0,,1,"28111,13$","2342,59$",290.03550973654063,21,3,1,1,1,,0,"1,0"
1261,0,2004,19,Single,2, LABOrAtorY tecHniCiaN ,,Yes,1,Part Time,Yes,travel_rarely,,1,0,3,"4,0",1,0,Life Sciences,3,"28111,13$","2342,59$",290.03550973654063,22,2,2,4,3,"2,0",1,"1,0"
1262,0,1988,35,,23, MAnufACTuRiNG DIReCTOR ,,Yes,1,Part Time,True,travel_rarely,Yes,2,0,1,"3,0",0,1,,2,"53914,11$","4492,84$",556.2566609977324,13,2,2,3,1,"3,0",3,"8,0"
1263,0,1985,38,,-38, ManUfactuRIng diREcTOR ,,No,1,Full Time,False,travel_rarely,,2,0,3,"3,0",0,0,,4,"65530,00$",,676.1031746031746,14,4,3,3,2,"3,0",9,"14,0"
1264,0,1985,38,Married,29, heAlTHcARe rEpResENtatiVE ,,Yes,1,Full Time,0,,Yes,2,0,2,,0,0,Medical,1,"66730,00$","5560,83$",688.484126984127,19,2,3,1,2,"3,0",7,"17,0"
1265,1,1982,41,Single,6, mAnageR , Sales ,No,1,Full Time,False,,Yes,3,0,3,"3,0",0,0,Life Sciences,3,"135910,00$","11325,83$",1402.2460317460318,18,4,3,4,3,"3,0",3,
1266,0,1964,59,Married,3, ResEaRCh sciENtIST ,,No,1,Part Time,Yes,travel_rarely,,1,1,6,"3,0",0,0,Life Sciences,3,"21770,00$",,224.61111111111111,17,3,2,4,1,"3,0",3,"7,0"
1267,1,1973,50,Divorced,1, MANagER ,,No,7,Full Time,False,travel_rarely,No,5,1,3,"3,0",0,6,Medical,4,"195170,00$","16264,17$",2013.6587301587304,11,4,3,4,3,"2,0",3,
1268,0,1982,41,Divorced,19, rESEArcH SCiEntIst , Research & Development ,No,1,Part Time,1,travel_rarely,,2,2,2,"3,0",0,0,Life Sciences,2,"53914,11$","4492,84$",556.2566609977324,16,3,3,1,1,"2,0",2,"17,0"
1269,0,1978,45,,1, manAGer ,,No,24,Full Time,0,,,5,1,2,"3,0",1,7,,3,"192020,00$","16001,67$",1981.15873015873,11,3,4,4,3,"3,0",0,"25,0"
1270,0,1986,37,,10, ManufActuriNG DireCtor ,,Yes,1,Full Time,1,,No,3,2,5,,0,0,Medical,3,"100480,00$","8373,33$",1036.6984126984128,11,1,3,3,2,"3,0",6,"17,0"
1271,0,1972,51,Married,-38, rESEARCH SCIENtIsT ,,No,1,Part Time,True,,No,1,0,0,"3,0",0,0,,3,"27230,00$","2269,17$",280.94444444444446,11,3,3,4,2,"2,0",1,"1,0"
1272,0,1995,28,Single,2, LABoraToRY TEcHNiciAN ,,Yes,0,Part Time,False,travel_rarely,,1,0,5,"3,0",0,0,Life Sciences,4,"28111,13$","2342,59$",290.03550973654063,11,1,3,3,3,"1,0",2,"5,0"
1273,0,1994,29,Married,2, SaleS exeCUtiVE ,,No,0,Full Time,True,travel_rarely,No,2,2,2,"3,0",0,0,Medical,3,"66440,00$",,685.4920634920636,19,1,2,2,2,,2,"10,0"
1274,0,1992,31,,23, heAlThcaRe REprESeNTATive , Research & Development ,No,9,Part Time,True,travel_rarely,No,2,1,2,,7,8,Medical,3,"53914,11$","4492,84$",556.2566609977324,21,2,2,4,2,"3,0",0,"10,0"
1275,1,1985,38,,7, SALes EXEcutIvE ,,No,8,Full Time,0,travel_rarely,Yes,2,1,3,"4,0",7,7,Medical,2,"56050,00$","4670,83$",578.2936507936508,24,1,4,1,3,"3,0",1,"8,0"
1276,0,1979,44,,-12, LABoraToRY TEChnicIan ,,Yes,1,Full Time,Yes,travel_frequently,Yes,1,1,0,"4,0",0,0,Life Sciences,3,"31610,00$","2634,17$",326.13492063492066,22,12,3,3,4,"1,0",3,"19,0"
1277,0,1987,36,Single,3, resEArch ScientiST ,,No,8,Part Time,Yes,,,2,0,2,"3,0",7,7,Technical Degree,3,"53914,11$","4492,84$",556.2566609977324,12,3,3,2,4,"3,0",4,"10,0"
1278,0,2005,18,Single,3, LABoratOry TeCHnIcIan , Research & Development ,Yes,0,,1,,No,1,0,2,"3,0",0,0,,3,,"1183,33$",146.5079365079365,13,3,3,3,3,"3,0",1,"0,0"
1279,0,1987,36,Married,18, lAborAtoRY TEchNIciAn ,,No,1,Part Time,True,,No,1,2,2,"3,0",0,0,Life Sciences,4,"28111,13$","2342,59$",290.03550973654063,18,3,4,4,4,"3,0",4,"4,0"
1280,1,2005,18,,10, sALes rEPrESenTativE ,,No,0,Part Time,0,,No,1,0,2,"3,0",0,0,,3,"12000,00$","1000,00$",123.8095238095238,12,4,2,3,1,"3,0",1,"0,0"
1281,1,1984,39,Married,3, Sales exECutivE ,,Yes,1,,True,travel_rarely,Yes,2,0,3,"3,0",0,0,,2,"52380,00$","4365,00$",540.4285714285714,18,4,3,3,1,"2,0",4,"12,0"
1282,1,1980,43,Marreid,-15, hEAlthCarE rEpresenTATiVe , Research & Development ,No,1,Part Time,True,travel_rarely,No,3,1,1,"3,0",0,0,,3,"99850,00$",,1030.1984126984128,16,15,3,1,1,"2,0",8,
1283,0,1976,47,,4, sales rEpResENtAtIVe ,,No,0,Part Time,False,travel_frequently,No,2,0,3,"3,0",0,0,Medical,1,"53914,11$",,556.2566609977324,19,2,3,3,1,"3,0",3,"5,0"
1284,1,1981,42,Single,23, rEsEARcH DiRecTOR ,,No,1,Full Time,0,travel_rarely,No,4,0,2,"3,0",0,0,,5,"159920,00$",,1649.968253968254,14,1,3,4,2,"3,0",2,"16,0"
1285,1,1991,32,Married,2, lAboRaTORY TECHNIcIAN ,,No,8,Part Time,True,,No,1,1,4,,0,7,,3,"23700,00$","1975,00$",244.52380952380955,13,3,3,2,3,"3,0",1,"8,0"
1286,1,1975,48,Married,29, mAnAGer ,,No,0,Part Time,Yes,travel_rarely,,3,1,3,"4,0",0,0,Medical,1,"100071,84$","8339,32$",1032.4872861766066,21,1,3,3,2,"1,0",3,"15,0"
1287,0,1981,42,,2, HealTHcaRE rEPreSEntATive , Research & Development ,No,1,Full Time,0,travel_rarely,,2,0,6,"4,0",0,0,,4,"67810,00$","5650,83$",699.6269841269841,23,1,2,4,2,"3,0",3,
1288,1,1987,36,,1, sALES ExecuTIve ,,No,1,,1,non-travel,,2,0,6,,0,0,Medical,5,,"5544,17$",686.4206349206349,15,4,3,4,2,"3,0",4,
1289,1,1990,33,Single,5, SaLes rEpreSeNTATive ,,Yes,1,Full Time,False,travel_rarely,,1,0,2,,0,0,Marketing,3,"28510,00$",,294.1507936507937,13,4,3,3,2,"3,0",1,"1,0"
1290,1,1977,46,Married,7, MaNUfActuRInG diREctOr , Research & Development ,No,1,Part Time,True,,,2,0,2,"3,0",0,0,Medical,4,"52580,00$",,542.4920634920635,14,3,3,3,3,"4,0",2,"7,0"
1291,1,2002,21,Single,12, saLes REPrEsentAtiVE , Sales ,Yes,1,,0,travel_rarely,,1,0,0,"3,0",0,0,Life Sciences,3,,"2342,59$",290.03550973654063,15,3,4,2,4,"3,0",1,"1,0"
1292,0,1993,30,,2, sAlES rEpResENTaTivE ,,No,1,,Yes,,,1,1,3,"3,0",0,0,Technical Degree,1,,"2063,33$",255.46031746031747,18,3,3,2,1,"3,0",1,
1293,0,1993,30,Single,4, rEsearCh sciEnTISt ,,Yes,1,Part Time,False,travel_frequently,Yes,1,0,4,"4,0",0,0,,3,"22850,00$","1904,17$",235.75396825396828,23,3,3,4,3,"3,0",9,"3,0"
1294,0,1986,thirty-two,Single,10, maNuFACtURINg DirEcToR ,,No,1,Part Time,True,travel_rarely,,2,0,2,"3,0",0,1,,4,"41970,00$","3497,50$",433.0238095238095,12,3,3,2,4,"2,0",2,"18,0"
1295,1,1983,40,Married,2, LAboraTORY TEchNIciAN ,,No,1,,1,travel_rarely,No,2,1,3,"4,0",0,0,,3,,"2873,33$",355.7460317460318,22,2,2,3,2,"3,0",6,
1296,0,1995,28,,17, lABORatorY TECHNIciAN ,,No,10,Part Time,False,travel_rarely,,2,1,2,"3,0",1,8,,2,"45580,00$","3798,33$",470.26984126984127,12,3,3,1,4,,1,"10,0"
1297,0,1985,38,Married,2, lABoRatory teCHniciAN ,,No,1,Part Time,False,travel_frequently,Yes,1,1,3,"4,0",0,0,,2,"17020,00$","1418,33$",175.60317460317464,23,4,3,4,3,"3,0",1,
1298,0,2004,19,Single,2, humAN ResoUrceS ,,Yes,1,Part Time,True,,No,1,0,3,"3,0",0,0,Technical Degree,2,"25640,00$","2136,67$",264.53968253968253,12,1,2,4,3,"4,0",1,"1,0"
1299,0,1966,57,divorced,29, MaNagER ,,No,1,Full Time,Yes,travel_rarely,No,4,1,3,"3,0",0,0,,3,"153407,07$",,1582.7713464696226,12,1,2,4,3,"2,0",3,
1300,1,1976,47,,2, MAnufactURInG DiREctoR ,,No,5,Part Time,True,travel_rarely,,2,3,2,,0,4,Medical,2,"50700,00$",,523.0952380952382,13,1,3,4,3,"3,0",5,"20,0"
1301,1,1969,54,Single,8, lAbORATorY TEchniciAN ,,No,1,Part Time,False,travel_rarely,,2,0,3,"3,0",0,0,Life Sciences,4,"37800,00$","3150,00$",390.0,11,3,3,3,3,"3,0",7,
1302,0,1992,31,,-42, HEaLTHCARe REPresEnTaTiVE ,,Yes,1,Part Time,1,travel_frequently,No,3,0,2,"3,0",0,0,,3,"98240,00$",,1013.5873015873016,12,42,3,3,1,"3,0",3,"12,0"
1303,0,2005,18,,5, saLeS REprESENTaTIvE ,,Yes,0,Part Time,0,travel_frequently,Yes,1,0,3,"3,0",0,0,Marketing,3,"18780,00$",,193.7619047619048,14,2,3,2,4,"3,0",1,
1304,0,1983,40,,28, sALeS ExecuTiVE ,,No,1,Part Time,True,,No,3,1,2,"3,0",0,1,Other,3,"100071,84$",,1032.4872861766066,15,3,1,1,3,"3,0",3,"20,0"
1305,0,1997,26,,29, saLeS eXecUTIVE ,,No,0,Part Time,True,,,2,2,5,"3,0",0,0,,2,"53914,11$","4492,84$",556.2566609977324,12,1,3,3,1,"3,0",5,"8,0"
1306,0,1997,26,Single,-24, LABorAtORy TEchnIciAn , Research & Development ,Yes,1,,Yes,travel_rarely,Yes,1,0,3,"3,0",0,0,,3,,"1950,00$",241.42857142857144,18,3,1,4,2,"1,0",1,"1,0"
1307,1,1985,38,,10, HEALthCaRe reprEsEnTaTivE ,,No,1,,True,,No,2,1,4,"3,0",0,0,,3,,"4492,84$",556.2566609977324,19,3,3,3,3,,3,"18,0"
1308,0,1999,24,Married,17, lAbOrAtORy tECHNICIAN ,,No,1,Part Time,Yes,,No,1,1,2,"4,0",0,0,Other,2,"21270,00$","1772,50$",219.4523809523809,21,4,2,2,4,"3,0",1,"1,0"
1309,0,1993,30,Married,12, sALeS RePREsEntaTIVe ,,Yes,1,Part Time,True,travel_frequently,No,1,1,2,"3,0",0,0,,4,"20330,00$","1694,17$",209.75396825396828,18,2,2,1,3,"4,0",1,"1,0"
1310,0,1986,37,Married,2, salEs eXeCuTIve ,,No,3,Full Time,0,travel_rarely,,2,1,3,"3,0",1,0,Marketing,3,"96020,00$","8001,67$",990.6825396825396,11,4,3,3,3,"2,0",4,
1311,1,2003,20,,1, rEsEARcH ScieNTisT , Research & Development ,No,1,Part Time,Yes,travel_rarely,No,1,0,0,,0,0,Life Sciences,3,"28111,13$","2342,59$",290.03550973654063,13,4,2,2,4,"4,0",1,"1,0"
1312,0,1980,43,Divorced,-14, REseArcH DireCtOR ,,No,1,Full Time,0,,,4,1,3,"3,0",0,0,Other,4,"166270,00$","13855,83$",1715.4841269841272,14,2,2,4,3,,4,"21,0"
1313,1,1985,38,,-27, ReseaRcH SCieNTIST ,,No,0,Part Time,1,,No,1,0,3,"3,0",0,0,Life Sciences,1,"28111,13$","2342,59$",290.03550973654063,17,3,3,1,4,"2,0",3,"8,0"
1314,0,1990,33,Divorced,8, SalEs eXecuTive , Sales ,No,5,Part Time,0,,,2,0,3,"3,0",1,2,Marketing,4,"53914,11$","4492,84$",556.2566609977324,12,3,3,3,4,"3,0",0,"6,0"
1315,1,1993,30,,3, reSeARCH SCIenTiST ,,No,1,Part Time,False,,No,1,1,2,"4,0",0,0,,3,"20830,00$","1735,83$",214.91269841269843,20,3,3,3,3,,1,"1,0"
1316,1,1994,29,,-44, SaLeS EXEcUTiVe , Sales ,No,6,Part Time,0,,No,2,1,5,"3,0",1,2,Medical,2,"53914,11$","4492,84$",556.2566609977324,14,2,3,3,1,"2,0",1,
1317,0,2003,20,Single,10, rEseaRch sCIenTiST ,,Yes,1,Part Time,1,,,1,0,5,"3,0",1,1,Medical,1,"10090,00$",84083$,104.1031746031746,11,4,3,3,4,"3,0",1,
1318,0,1988,35,Marreid,-20, LAboRATOry TeCHnician ,,No,1,,0,non-travel,No,1,2,3,"3,0",0,0,,3,,"2342,59$",290.03550973654063,18,20,2,3,3,"3,0",1,"1,0"
