employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
1263,M,1985,38.0,Unknown,38,Manufacturing Director,Research & Development,No,1,Full Time,No,travel_rarely,Unknown,2,0,3,3,0,0,Unknown,4,65530.0,5430.833333333333,676.1031746031746,14,4,3,3,2,3,9,14
1264,M,1985,38.0,Married,29,Healthcare Representative,Research & Development,Yes,1,Full Time,No,Unknown,Yes,2,0,2,,0,0,Medical,1,66730.0,5560.83,688.484126984127,19,2,3,1,2,3,7,17
1265,F,1982,41.0,Single,6,Manager,Sales,No,1,Full Time,No,Unknown,Yes,3,0,3,3,0,0,Life Sciences,3,135910.0,11325.83,1402.2460317460318,18,4,3,4,3,3,3,
1266,M,1964,59.0,Married,3,Research Scientist,Research & Development,No,1,Part Time,Yes,travel_rarely,Unknown,1,1,6,3,0,0,Life Sciences,3,21770.0,1800.2766666666666,224.61111111111111,17,3,2,4,1,3,3,7
1267,F,1973,50.0,Divorced,1,Manager,Unknown,No,7,Full Time,No,travel_rarely,No,5,1,3,3,0,6,Medical,4,195170.0,16264.17,2013.6587301587304,11,4,3,4,3,2,3,
1268,M,1982,41.0,Divorced,19,Research Scientist,Research & Development,No,1,Part Time,Yes,travel_rarely,Unknown,2,2,2,3,0,0,Life Sciences,2,53914.11,4492.84,556.2566609977324,16,3,3,1,1,2,2,17
1269,M,1978,45.0,Unknown,1,Manager,Unknown,No,24,Full Time,No,Unknown,Unknown,5,1,2,3,1,7,Unknown,3,192020.0,16001.67,1981.15873015873,11,3,4,4,3,3,0,25
1270,M,1986,37.0,Unknown,10,Manufacturing Director,Research & Development,Yes,1,Full Time,Yes,Unknown,No,3,2,5,,0,0,Medical,3,100480.0,8373.33,1036.6984126984128,11,1,3,3,2,3,6,17
1271,M,1972,51.0,Married,38,Research Scientist,Research & Development,No,1,Part Time,Yes,Unknown,No,1,0,0,3,0,0,Unknown,3,27230.0,2269.17,280.94444444444446,11,3,3,4,2,2,1,1
1272,M,1995,28.0,Single,2,Laboratory Technician,Research & Development,Yes,0,Part Time,No,travel_rarely,Unknown,1,0,5,3,0,0,Life Sciences,4,28111.13,2342.59,290.03550973654063,11,1,3,3,3,1,2,5
1273,M,1994,29.0,Married,2,Sales Executive,Sales,No,0,Full Time,Yes,travel_rarely,No,2,2,2,3,0,0,Medical,3,66440.0,5553.889999999999,685.4920634920636,19,1,2,2,2,,2,10
1274,M,1992,31.0,Unknown,23,Healthcare Representative,Research & Development,No,9,Part Time,Yes,travel_rarely,No,2,1,2,,7,8,Medical,3,53914.11,4492.84,556.2566609977324,21,2,2,4,2,3,0,10
1275,F,1985,38.0,Unknown,7,Sales Executive,Sales,No,8,Full Time,No,travel_rarely,Yes,2,1,3,4,7,7,Medical,2,56050.0,4670.83,578.2936507936508,24,1,4,1,3,3,1,8
1276,M,1979,44.0,Unknown,12,Laboratory Technician,Research & Development,Yes,1,Full Time,Yes,travel_frequently,Yes,1,1,0,4,0,0,Life Sciences,3,31610.0,2634.17,326.13492063492066,22,12,3,3,4,1,3,19
1277,M,1987,36.0,Single,3,Research Scientist,Research & Development,No,8,Part Time,Yes,Unknown,Unknown,2,0,2,3,7,7,Technical Degree,3,53914.11,4492.84,556.2566609977324,12,3,3,2,4,3,4,10
1278,M,2005,18.0,Single,3,Laboratory Technician,Research & Development,Yes,0,,Yes,Unknown,No,1,0,2,3,0,0,Unknown,3,14100.0,1183.33,146.5079365079365,13,3,3,3,3,3,1,0
1279,M,1987,36.0,Married,18,Laboratory Technician,Research & Development,No,1,Part Time,Yes,Unknown,No,1,2,2,3,0,0,Life Sciences,4,28111.13,2342.59,290.03550973654063,18,3,4,4,4,3,4,4
1280,F,2005,18.0,Unknown,10,Sales Representative,Sales,No,0,Part Time,No,Unknown,No,1,0,2,3,0,0,Unknown,3,12000.0,1000.0,123.8095238095238,12,4,2,3,1,3,1,0
1281,F,1984,39.0,Married,3,Sales Executive,Sales,Yes,1,,Yes,travel_rarely,Yes,2,0,3,3,0,0,Unknown,2,52380.0,4365.0,540.4285714285714,18,4,3,3,1,2,4,12
1282,F,1980,43.0,Married,15,Healthcare Representative,Research & Development,No,1,Part Time,Yes,travel_rarely,No,3,1,1,3,0,0,Unknown,3,99850.0,8339.32,1030.1984126984128,16,15,3,1,1,2,8,
1283,M,1976,47.0,Unknown,4,Sales Representative,Sales,No,0,Part Time,No,travel_frequently,No,2,0,3,3,0,0,Medical,1,53914.11,4492.84,556.2566609977324,19,2,3,3,1,3,3,5
1284,F,1981,42.0,Single,23,Research Director,Research & Development,No,1,Full Time,No,travel_rarely,No,4,0,2,3,0,0,Unknown,5,159920.0,12971.223333333333,1649.968253968254,14,1,3,4,2,3,2,16
1285,F,1991,32.0,Married,2,Laboratory Technician,Research & Development,No,8,Part Time,Yes,Unknown,No,1,1,4,,0,7,Unknown,3,23700.0,1975.0,244.52380952380955,13,3,3,2,3,3,1,8
1286,F,1975,48.0,Married,29,Manager,Unknown,No,0,Part Time,Yes,travel_rarely,Unknown,3,1,3,4,0,0,Medical,1,100071.84,8339.32,1032.4872861766066,21,1,3,3,2,1,3,15
1287,M,1981,42.0,Unknown,2,Healthcare Representative,Research & Development,No,1,Full Time,No,travel_rarely,Unknown,2,0,6,4,0,0,Unknown,4,67810.0,5650.83,699.6269841269841,23,1,2,4,2,3,3,
1288,F,1987,36.0,Unknown,1,Sales Executive,Sales,No,1,,Yes,non-travel,Unknown,2,0,6,,0,0,Medical,5,66470.0,5544.17,686.4206349206349,15,4,3,4,2,3,4,
1289,F,1990,33.0,Single,5,Sales Representative,Sales,Yes,1,Full Time,No,travel_rarely,Unknown,1,0,2,,0,0,Marketing,3,28510.0,2382.2233333333334,294.1507936507937,13,4,3,3,2,3,1,1
1290,F,1977,46.0,Married,7,Manufacturing Director,Research & Development,No,1,Part Time,Yes,Unknown,Unknown,2,0,2,3,0,0,Medical,4,52580.0,4383.61,542.4920634920635,14,3,3,3,3,4,2,7
1291,F,2002,21.0,Single,12,Sales Representative,Sales,Yes,1,,No,travel_rarely,Unknown,1,0,0,3,0,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,15,3,4,2,4,3,1,1
1292,M,1993,30.0,Unknown,2,Sales Representative,Sales,No,1,,Yes,Unknown,Unknown,1,1,3,3,0,0,Technical Degree,1,24693.333333333332,2063.33,255.46031746031747,18,3,3,2,1,3,1,
1293,M,1993,30.0,Single,4,Research Scientist,Research & Development,Yes,1,Part Time,No,travel_frequently,Yes,1,0,4,4,0,0,Unknown,3,22850.0,1904.17,235.75396825396828,23,3,3,4,3,3,9,3
1294,M,1986,37.0,Single,10,Manufacturing Director,Research & Development,No,1,Part Time,Yes,travel_rarely,Unknown,2,0,2,3,0,1,Unknown,4,41970.0,3497.5,433.0238095238095,12,3,3,2,4,2,2,18
1295,F,1983,40.0,Married,2,Laboratory Technician,Research & Development,No,1,,Yes,travel_rarely,No,2,1,3,4,0,0,Unknown,3,34466.666666666664,2873.33,355.7460317460318,22,2,2,3,2,3,6,
1296,M,1995,28.0,Unknown,17,Laboratory Technician,Research & Development,No,10,Part Time,No,travel_rarely,Unknown,2,1,2,3,1,8,Unknown,2,45580.0,3798.33,470.26984126984127,12,3,3,1,4,,1,10
1297,M,1985,38.0,Married,2,Laboratory Technician,Research & Development,No,1,Part Time,No,travel_frequently,Yes,1,1,3,4,0,0,Unknown,2,17020.0,1418.33,175.60317460317464,23,4,3,4,3,3,1,
1298,M,2004,19.0,Single,2,Human Resources,Human Resources,Yes,1,Part Time,Yes,Unknown,No,1,0,3,3,0,0,Technical Degree,2,25640.0,2136.67,264.53968253968253,12,1,2,4,3,4,1,1
1299,M,1966,57.0,Divorced,29,Manager,Unknown,No,1,Full Time,Yes,travel_rarely,No,4,1,3,3,0,0,Unknown,3,153407.07,12783.92,1582.7713464696226,12,1,2,4,3,2,3,
1300,F,1976,47.0,Unknown,2,Manufacturing Director,Research & Development,No,5,Part Time,Yes,travel_rarely,Unknown,2,3,2,,0,4,Medical,2,50700.0,4189.723333333333,523.0952380952382,13,1,3,4,3,3,5,20
1301,F,1969,54.0,Single,8,Laboratory Technician,Research & Development,No,1,Part Time,No,travel_rarely,Unknown,2,0,3,3,0,0,Life Sciences,4,37800.0,3150.0,390.0,11,3,3,3,3,3,7,
1302,M,1992,31.0,Unknown,42,Healthcare Representative,Research & Development,Yes,1,Part Time,Yes,travel_frequently,No,3,0,2,3,0,0,Unknown,3,98240.0,8325.38,1013.5873015873016,12,42,3,3,1,3,3,12
1303,M,2005,18.0,Unknown,5,Sales Representative,Sales,Yes,0,Part Time,No,travel_frequently,Yes,1,0,3,3,0,0,Marketing,3,18780.0,1682.2233333333334,193.7619047619048,14,2,3,2,4,3,1,
1304,M,1983,40.0,Unknown,28,Sales Executive,Sales,No,1,Part Time,Yes,Unknown,No,3,1,2,3,0,1,Other,3,100071.84,8339.32,1032.4872861766066,15,3,1,1,3,3,3,20
1305,M,1997,26.0,Unknown,29,Sales Executive,Sales,No,0,Part Time,Yes,Unknown,Unknown,2,2,5,3,0,0,Unknown,2,53914.11,4492.84,556.2566609977324,12,1,3,3,1,3,5,8
1306,M,1997,26.0,Single,24,Laboratory Technician,Research & Development,Yes,1,,Yes,travel_rarely,Yes,1,0,3,3,0,0,Unknown,3,23543.333333333332,1950.0,241.42857142857144,18,3,1,4,2,1,1,1
1307,F,1985,38.0,Unknown,10,Healthcare Representative,Research & Development,No,1,,Yes,Unknown,No,2,1,4,3,0,0,Unknown,3,53914.11000000001,4492.84,556.2566609977324,19,3,3,3,3,,3,18
1308,M,1999,24.0,Married,17,Laboratory Technician,Research & Development,No,1,Part Time,Yes,Unknown,No,1,1,2,4,0,0,Other,2,21270.0,1772.5,219.4523809523809,21,4,2,2,4,3,1,1
1309,M,1993,30.0,Married,12,Sales Representative,Sales,Yes,1,Part Time,Yes,travel_frequently,No,1,1,2,3,0,0,Unknown,4,20330.0,1694.17,209.75396825396828,18,2,2,1,3,4,1,1
1310,M,1986,37.0,Married,2,Sales Executive,Sales,No,3,Full Time,No,travel_rarely,Unknown,2,1,3,3,1,0,Marketing,3,96020.0,8001.67,990.6825396825396,11,4,3,3,3,2,4,
1311,F,2003,20.0,Unknown,1,Research Scientist,Research & Development,No,1,Part Time,Yes,travel_rarely,No,1,0,0,,0,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,13,4,2,2,4,4,1,1
1312,M,1980,43.0,Divorced,14,Research Director,Research & Development,No,1,Full Time,No,Unknown,Unknown,4,1,3,3,0,0,Other,4,166270.0,13855.83,1715.4841269841272,14,2,2,4,3,,4,21
1313,F,1985,38.0,Unknown,27,Research Scientist,Research & Development,No,0,Part Time,Yes,Unknown,No,1,0,3,3,0,0,Life Sciences,1,28111.13,2342.59,290.03550973654063,17,3,3,1,4,2,3,8
1314,M,1990,33.0,Divorced,8,Sales Executive,Sales,No,5,Part Time,No,Unknown,Unknown,2,0,3,3,1,2,Marketing,4,53914.11,4492.84,556.2566609977324,12,3,3,3,4,3,0,6
1315,F,1993,30.0,Unknown,3,Research Scientist,Research & Development,No,1,Part Time,No,Unknown,No,1,1,2,4,0,0,Unknown,3,20830.0,1735.83,214.91269841269843,20,3,3,3,3,,1,1
1316,F,1994,29.0,Unknown,44,Sales Executive,Sales,No,6,Part Time,No,Unknown,No,2,1,5,3,1,2,Medical,2,53914.11,4492.84,556.2566609977324,14,2,3,3,1,2,1,
1317,M,2003,20.0,Single,10,Research Scientist,Research & Development,Yes,1,Part Time,Yes,Unknown,Unknown,1,0,5,3,1,1,Medical,1,10090.0,84083.0,104.1031746031746,11,4,3,3,4,3,1,
1318,M,1988,35.0,Married,20,Laboratory Technician,Research & Development,No,1,,No,non-travel,No,1,2,3,3,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,18,20,2,3,3,3,1,1
1319,M,1986,37.0,Single,10,Research Scientist,Research & Development,No,1,Part Time,Yes,Unknown,No,1,0,2,3,0,0,Life Sciences,2,28111.13,2342.59,290.03550973654063,17,4,4,4,1,,3,
1320,F,1985,38.0,Single,1,Manufacturing Director,Research & Development,No,1,Part Time,Yes,Unknown,Yes,3,0,4,,0,0,Unknown,3,78610.0,6550.83,811.0555555555557,14,3,3,3,4,,4,10
1321,M,1994,29.0,Single,10,Sales Representative,Sales,No,1,Part Time,No,Unknown,No,1,0,6,3,0,0,Unknown,3,26420.0,2201.67,272.5873015873016,11,3,3,3,3,,1,1
1322,F,1988,35.0,Divorced,2,Healthcare Representative,Research & Development,No,1,Part Time,Yes,Unknown,No,2,1,2,3,0,0,Unknown,4,53914.11,4492.84,556.2566609977324,11,4,3,1,1,4,2,16
1323,M,1985,38.0,Married,2,Research Scientist,Research & Development,No,1,,Yes,travel_rarely,Yes,1,1,0,3,0,1,Medical,5,28111.13,2342.59,290.03550973654063,13,4,3,3,2,1,6,
1324,F,1989,34.0,Unknown,8,Manufacturing Director,Research & Development,No,0,Part Time,Yes,travel_rarely,No,2,1,3,3,0,0,Life Sciences,5,51210.0,4267.5,528.3571428571429,14,2,3,1,3,,3,
1325,M,2000,23.0,Unknown,6,Laboratory Technician,Research & Development,Yes,0,,No,Unknown,Yes,1,2,2,4,0,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,21,3,4,1,3,3,1,1
1326,M,1999,24.0,Divorced,9,Laboratory Technician,Research & Development,No,1,Part Time,No,Unknown,No,1,3,4,3,0,0,Life Sciences,3,26940.0,2245.0,277.95238095238096,11,3,2,2,3,3,1,
1327,F,1994,29.0,Married,1,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,travel_rarely,Unknown,1,1,1,3,0,0,Life Sciences,2,28111.13,2342.59,290.03550973654063,11,2,2,1,4,3,1,1
1328,M,1983,40.0,Unknown,16,Laboratory Technician,Research & Development,No,1,Part Time,Yes,travel_frequently,No,2,0,6,3,0,0,Medical,4,50940.0,4245.0,525.5714285714286,14,1,2,3,4,3,6,10
1329,F,1993,30.0,Single,2,Manufacturing Director,Research & Development,No,0,Part Time,Yes,travel_rarely,Unknown,2,0,4,4,0,0,Unknown,3,53914.11,4492.84,556.2566609977324,24,3,2,4,2,2,5,12
1330,F,1978,45.0,Unknown,2,Research Scientist,Research & Development,No,1,Part Time,Yes,Unknown,No,1,0,3,3,0,0,Unknown,3,22740.0,1888.6133333333335,234.6190476190476,14,2,2,3,4,3,1,1
1331,M,1996,27.0,Married,3,Research Scientist,Research & Development,No,0,Part Time,Yes,Unknown,Unknown,1,3,6,3,0,0,Medical,3,28111.13,2342.59,290.03550973654063,11,4,3,4,3,2,1,0
1332,M,1986,37.0,Unknown,16,Sales Executive,Sales,No,1,Part Time,Yes,Unknown,Unknown,2,2,2,,0,0,Marketing,4,53914.11,4492.84,556.2566609977324,19,4,2,3,4,3,4,9
1333,M,1991,32.0,Divorced,1,Laboratory Technician,Research & Development,No,3,Part Time,Yes,Unknown,No,1,1,2,,0,2,Life Sciences,3,23140.0,1928.33,238.7460317460317,12,4,3,4,2,3,0,4
1334,M,1970,53.0,Married,8,Sales Executive,Sales,No,2,Full Time,Yes,travel_rarely,Unknown,4,1,3,3,2,2,Marketing,3,153407.07,12783.92,1582.7713464696226,14,1,3,4,3,3,5,28
1335,M,1986,37.0,Single,19,Sales Executive,Sales,No,10,Part Time,No,Unknown,Yes,3,0,2,3,0,9,Unknown,2,100071.84,8339.32,1032.4872861766066,13,19,3,2,4,3,1,
1336,M,1991,32.0,Unknown,25,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,travel_rarely,Unknown,1,0,2,4,0,1,Unknown,4,28111.13,2342.59,290.03550973654063,24,1,3,4,3,1,1,1
1337,M,1965,58.0,Divorced,2,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,travel_frequently,Unknown,1,1,3,3,0,0,Unknown,1,23800.0,1977.7766666666666,245.5555555555556,14,4,2,4,4,2,9,3
1338,F,1980,43.0,Divorced,8,Manufacturing Director,Research & Development,No,1,Part Time,No,travel_rarely,No,2,1,2,4,0,0,Unknown,3,53914.11,4492.84,556.2566609977324,21,1,3,2,3,4,4,4
1339,F,2002,21.0,Single,18,Research Scientist,Research & Development,Yes,1,Part Time,No,travel_rarely,No,1,0,3,,0,0,Other,1,28111.13,2342.59,290.03550973654063,19,4,3,4,1,2,1,
1340,M,1989,34.0,Unknown,48,Laboratory Technician,Research & Development,No,1,Part Time,Yes,Unknown,No,1,2,3,3,1,0,Life Sciences,3,20080.0,1673.33,207.1746031746032,14,48,3,2,2,3,1,1
1341,F,1965,58.0,Divorced,5,Healthcare Representative,Research & Development,No,6,Full Time,No,Unknown,Unknown,3,1,3,,0,4,Unknown,3,105520.0,8793.33,1088.6984126984128,13,3,2,2,4,3,2,24
1342,M,1975,48.0,Married,20,Research Scientist,Research & Development,No,0,Part Time,No,Unknown,Unknown,1,2,2,3,0,0,Medical,4,22590.0,1882.5,233.07142857142856,17,4,3,3,1,2,4,13
1343,F,1991,32.0,Married,1,Laboratory Technician,Research & Development,No,3,Part Time,Yes,non-travel,No,1,0,3,,0,2,Life Sciences,3,28111.13,2342.59,290.03550973654063,20,3,2,2,3,3,6,5
1344,M,1998,25.0,Married,19,Sales Representative,Sales,Yes,1,Part Time,No,Unknown,Yes,1,3,2,,0,0,Marketing,2,24130.0,2015.5533333333333,248.96031746031747,18,3,2,2,3,3,1,
1345,M,1983,40.0,Divorced,10,Sales Executive,Sales,No,1,Part Time,Yes,Unknown,No,3,1,2,3,0,0,Marketing,4,100071.84,8339.32,1032.4872861766066,12,1,2,2,2,2,2,11
1346,M,2004,19.0,Single,21,Sales Representative,Sales,Yes,1,Part Time,No,Unknown,Yes,1,0,3,3,0,0,Other,3,21210.0,1772.7766666666666,218.8333333333333,13,4,2,2,2,4,1,1
1347,M,2003,20.0,Single,4,Laboratory Technician,Research & Development,Yes,1,Part Time,No,travel_rarely,Unknown,1,0,2,3,0,0,Technical Degree,3,28111.13,2342.59,290.03550973654063,19,1,3,1,2,3,1,1
1348,F,1990,33.0,Unknown,1,Healthcare Representative,Research & Development,No,5,Part Time,Yes,travel_rarely,Unknown,2,0,3,3,1,4,Unknown,3,53914.11,4492.84,556.2566609977324,14,2,2,4,1,3,0,6
1349,M,1965,58.0,Single,2,Research Scientist,Research & Development,Yes,1,Part Time,No,travel_rarely,No,1,0,4,4,0,0,Unknown,3,24790.0,2099.443333333333,255.7698412698413,24,4,3,3,1,3,4,7
1350,F,1983,40.0,Single,24,Sales Executive,Sales,Yes,1,Full Time,Yes,non-travel,Unknown,4,0,2,3,0,0,Unknown,3,131940.0,11013.333333333334,1361.2857142857142,16,2,4,2,4,2,4,22
1351,F,1994,29.0,Single,10,Research Scientist,Research & Development,Yes,0,Part Time,Yes,travel_rarely,Yes,1,0,5,4,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,20,4,2,1,3,3,6,3
1352,F,1976,47.0,Single,18,Sales Executive,Sales,No,9,,No,travel_rarely,Yes,2,0,0,3,0,7,Life Sciences,2,42260.0,3469.17,429.515873015873,17,4,3,4,3,3,1,9
1353,M,2005,18.0,Unknown,5,Research Scientist,Research & Development,No,0,Part Time,Yes,Unknown,No,1,0,2,3,0,0,Unknown,2,28111.13,2342.59,290.03550973654063,15,2,3,4,4,3,1,
1354,F,2003,20.0,Unknown,16,Research Scientist,Research & Development,Yes,1,Part Time,No,Unknown,Yes,1,0,2,3,0,0,Medical,3,26000.0,2145.83,268.25396825396825,15,4,2,1,1,3,1,1
1355,M,1981,42.0,Unknown,5,Manager,Unknown,No,1,Full Time,Yes,Unknown,No,5,0,3,3,0,0,Unknown,2,183030.0,15252.5,1888.4047619047624,13,4,3,3,2,4,6,21
1356,M,1973,50.0,Married,9,Laboratory Technician,Research & Development,No,1,,Yes,travel_rarely,No,1,0,5,,0,0,Unknown,3,23783.333333333332,1983.33,245.5555555555556,18,1,3,4,2,3,4,8
1357,F,1986,37.0,Unknown,11,Healthcare Representative,Research & Development,Yes,1,Part Time,Yes,travel_rarely,No,2,0,2,3,0,0,Medical,2,47770.0,3980.83,492.8650793650794,15,1,1,2,1,1,5,15
1358,M,1985,38.0,Unknown,3,Sales Executive,Sales,No,1,,No,Unknown,Yes,2,0,1,3,0,0,Life Sciences,4,53914.11000000001,4492.84,556.2566609977324,12,2,3,4,3,3,8,19
1359,M,1987,36.0,Divorced,15,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,Unknown,Unknown,2,1,3,3,0,0,Unknown,3,53914.11,4492.84,556.2566609977324,14,1,3,3,2,2,7,9
1360,M,1995,28.0,Married,10,Sales Representative,Sales,No,1,,Yes,travel_rarely,No,1,0,5,4,0,0,Medical,1,10520.0,87667.0,108.53968253968254,22,4,3,2,2,3,1,
1361,M,1980,43.0,Unknown,25,Sales Executive,Sales,No,1,Part Time,Yes,Unknown,No,3,1,5,3,0,0,Unknown,3,100071.84,8339.32,1032.4872861766066,13,3,2,4,3,3,5,18
1362,F,2002,21.0,Single,10,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,travel_rarely,No,1,0,6,,1,0,Unknown,3,28111.13,2342.59,290.03550973654063,13,3,2,1,1,2,1,1
1363,M,1972,51.0,Married,4,Research Scientist,Research & Development,Yes,10,Part Time,No,travel_rarely,Unknown,1,3,2,,2,7,Unknown,4,24610.0,2059.72,253.91269841269843,12,1,3,3,3,4,9,18
1364,F,1986,37.0,Divorced,10,Sales Executive,Sales,No,1,Part Time,No,Unknown,Yes,2,3,5,,0,0,Unknown,4,53914.11,4492.84,556.2566609977324,14,4,2,4,3,3,2,8
1365,M,1995,28.0,Divorced,1,Laboratory Technician,Research & Development,Yes,1,,No,Unknown,No,1,2,2,,0,0,Medical,3,25960.0,2145.83,267.8412698412698,15,1,2,2,1,3,1,
1366,M,1973,50.0,Single,1,Sales Executive,Sales,Yes,0,Part Time,Yes,Unknown,Yes,2,0,4,3,0,0,Unknown,4,47280.0,3928.89,487.8095238095239,14,4,3,3,4,3,3,5
1367,M,1989,34.0,Unknown,3,Research Scientist,Research & Development,No,0,Part Time,Yes,Unknown,No,1,3,2,3,0,0,Unknown,4,28111.13,2342.59,290.03550973654063,17,3,2,4,4,3,3,6
1368,M,1985,38.0,Single,2,Sales Executive,Sales,No,1,Part Time,Yes,travel_rarely,No,3,0,2,3,0,0,Marketing,2,73510.0,6125.83,758.436507936508,16,4,3,2,3,3,7,
1369,M,1981,42.0,Unknown,29,Laboratory Technician,Research & Development,No,1,Part Time,No,Unknown,Unknown,2,0,3,3,0,0,Unknown,3,53914.11,4492.84,556.2566609977324,19,2,1,4,1,3,4,16
1370,M,2005,18.0,Single,8,Laboratory Technician,Research & Development,Yes,0,Part Time,Yes,Unknown,No,1,0,0,3,0,0,Unknown,1,28111.13,2342.59,290.03550973654063,12,3,3,3,4,3,1,
1371,M,1982,41.0,Unknown,12,Laboratory Technician,Research & Development,No,1,Full Time,No,Unknown,Yes,1,1,4,3,0,0,Unknown,4,47660.0,3971.67,491.73015873015873,11,2,3,4,1,,3,6
1372,M,1988,35.0,Unknown,1,Laboratory Technician,Research & Development,No,8,Part Time,Yes,travel_rarely,No,1,1,2,3,1,7,Medical,4,22580.0,1881.67,232.968253968254,12,4,2,3,2,3,6,
1373,F,1991,32.0,Unknown,2,Sales Representative,Sales,No,1,Full Time,Yes,Unknown,Unknown,1,3,3,3,0,0,Unknown,1,28270.0,2345.3366666666666,291.6746031746032,12,3,3,1,3,3,1,1
1374,M,2001,22.0,Married,3,Research Scientist,Research & Development,Yes,0,Full Time,Yes,Unknown,Yes,1,1,5,3,0,0,Life Sciences,4,28530.0,2377.5,294.35714285714283,11,3,2,4,2,3,0,1
1375,M,1979,44.0,Single,26,Research Scientist,Research & Development,No,0,Part Time,Yes,non-travel,No,1,0,3,,0,0,Unknown,3,22900.0,1909.17,236.2698412698413,13,26,1,3,4,3,2,6
1376,M,1982,41.0,Unknown,5,Research Scientist,Research & Development,Yes,1,Part Time,Yes,non-travel,No,1,1,2,3,0,0,Life Sciences,2,21070.0,1755.83,217.3888888888889,17,1,2,1,1,1,6,5
1377,M,1983,40.0,Unknown,2,Sales Executive,Sales,No,0,Part Time,No,travel_frequently,No,2,3,2,3,0,0,Unknown,4,53914.11,4492.84,556.2566609977324,12,2,3,2,4,3,5,
1378,F,1999,24.0,Unknown,17,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,Unknown,Unknown,1,1,3,3,0,0,Life Sciences,2,22100.0,1841.67,228.015873015873,13,4,3,2,1,1,1,1
1379,F,1981,42.0,Married,26,Research Director,Research & Development,No,1,,No,travel_frequently,Yes,3,0,6,3,0,0,Medical,5,131910.0,10992.5,1360.9761904761906,17,1,3,1,3,3,3,
1380,M,1974,49.0,Married,4,Manager,Research & Development,No,1,Full Time,Yes,Unknown,Unknown,5,1,2,,0,0,Medical,2,191324.62,15943.72,1973.9841269841268,13,1,2,3,3,4,2,23
1381,M,1975,48.0,Single,2,Laboratory Technician,Research & Development,No,1,,Yes,travel_rarely,Unknown,1,0,4,3,0,0,Technical Degree,2,28111.13,2342.59,290.03550973654063,11,4,4,2,3,2,5,7
1382,M,1994,29.0,Unknown,7,Healthcare Representative,Research & Development,No,6,Part Time,Yes,travel_rarely,Unknown,2,2,2,3,1,0,Unknown,3,53914.11,4492.84,556.2566609977324,11,3,3,4,2,3,1,6
1383,M,1975,48.0,Single,1,Research Director,Research & Development,No,1,,Yes,Unknown,No,5,0,3,3,0,0,Life Sciences,3,182650.0,15220.83,1884.4841269841272,12,4,2,4,3,4,6,
1384,F,1989,34.0,Unknown,20,Research Scientist,Research & Development,No,1,Part Time,Yes,Unknown,No,1,0,5,3,0,0,Technical Degree,3,28111.13,2342.59,290.03550973654063,17,3,4,3,4,2,0,2
1385,F,2004,19.0,Single,25,Research Scientist,Research & Development,No,1,Part Time,Yes,Unknown,Unknown,1,0,2,3,0,1,Life Sciences,3,28111.13,2342.59,290.03550973654063,12,2,4,4,4,3,1,1
1386,M,2000,23.0,Unknown,1,Research Scientist,Research & Development,No,1,Part Time,No,Unknown,No,1,1,2,4,0,1,Unknown,2,28111.13,2342.59,290.03550973654063,22,4,3,3,4,3,1,1
1387,M,1998,25.0,Single,32,Sales Representative,Sales,Yes,1,,Yes,travel_frequently,Yes,1,0,4,,1,0,Unknown,1,12526.666666666666,93167.0,115.34920634920636,14,3,1,4,4,3,1,1
1388,F,1981,42.0,Married,34,Research Scientist,Research & Development,No,1,Part Time,No,Unknown,Yes,2,0,2,3,0,0,Medical,4,23720.0,1977.7766666666666,244.7301587301588,16,2,4,2,4,3,6,18
1389,F,1972,51.0,Single,6,Laboratory Technician,Research & Development,No,7,Full Time,No,travel_frequently,Unknown,1,0,6,3,7,7,Medical,2,28380.0,2365.0,292.8095238095238,14,2,2,3,2,2,0,8
1390,F,1978,45.0,Unknown,25,Manager,Unknown,No,0,Full Time,No,travel_frequently,Unknown,5,0,4,4,0,0,Medical,3,180610.0,15050.83,1863.436507936508,22,2,3,2,3,3,3,22
1391,F,1996,27.0,Married,11,Sales Representative,Sales,No,1,Part Time,Yes,Unknown,Unknown,1,1,4,,0,0,Medical,3,28111.13,2342.59,290.03550973654063,14,3,4,4,2,3,8,5
1392,F,2005,18.0,Single,1,Laboratory Technician,Research & Development,No,0,Part Time,No,non-travel,Unknown,1,0,5,3,0,0,Unknown,3,16110.0,1342.5,166.21428571428572,15,4,3,4,3,4,1,0
